age,balance,campaign,previous,positive_balance_flag,job,marital,education,housing,loan,poutcome,target,score,decile,profit,scorecard_points,overall_response_rate,model_auc
52,1064,2,0,1,technician,married,secondary,no,no,unknown,0,0.10846229373098137,4,-10,556.6361011256768,0.1170008846947803,0.7321561611025206
43,223,4,0,1,unemployed,married,secondary,no,no,unknown,0,0.10844686298340775,4,-10,517.6836622828332,0.1170008846947803,0.7321561611025206
31,2384,2,0,1,management,single,tertiary,yes,no,unknown,0,0.10839924776057425,4,-10,530.2754766096076,0.1170008846947803,0.7321561611025206
34,714,4,27,1,management,married,tertiary,yes,no,failure,0,0.10835502699805898,4,-10,531.4227316914295,0.1170008846947803,0.7321561611025206
49,653,2,0,1,services,married,secondary,no,no,unknown,0,0.10834546585000929,4,-10,605.0414242881319,0.1170008846947803,0.7321561611025206
75,3881,3,0,1,retired,divorced,primary,yes,no,unknown,1,0.10834367803205033,4,490,522.8545954605324,0.1170008846947803,0.7321561611025206
45,0,1,0,0,housemaid,married,tertiary,no,no,unknown,0,0.10833653144349342,4,-10,538.075031958667,0.1170008846947803,0.7321561611025206
56,803,2,0,1,technician,married,secondary,no,no,unknown,0,0.10833302622315395,4,-10,525.1605986150729,0.1170008846947803,0.7321561611025206
58,683,2,0,1,technician,married,secondary,no,no,unknown,0,0.10829316432797907,4,-10,534.007864020607,0.1170008846947803,0.7321561611025206
48,0,5,0,0,management,married,tertiary,no,no,unknown,0,0.10828974458232848,4,-10,557.5190351821361,0.1170008846947803,0.7321561611025206
37,1762,2,0,1,technician,married,secondary,no,no,unknown,1,0.10828545955220298,4,490,575.7365648845023,0.1170008846947803,0.7321561611025206
30,269,2,0,1,management,single,secondary,no,yes,unknown,0,0.10828373076095578,4,-10,508.0649452372058,0.1170008846947803,0.7321561611025206
42,1768,2,0,1,management,single,tertiary,yes,no,unknown,0,0.10828360106211252,4,-10,553.3579395859454,0.1170008846947803,0.7321561611025206
46,0,1,0,0,self-employed,married,secondary,no,no,unknown,0,0.10828127223120215,4,-10,502.00956724343314,0.1170008846947803,0.7321561611025206
45,569,1,0,1,admin.,divorced,tertiary,yes,no,unknown,0,0.10827838552002339,4,-10,545.4460663335205,0.1170008846947803,0.7321561611025206
46,154,1,0,1,housemaid,divorced,secondary,no,no,unknown,0,0.10826733478754276,4,-10,546.0817896203141,0.1170008846947803,0.7321561611025206
27,940,1,3,1,blue-collar,single,secondary,yes,no,failure,0,0.10823863100861046,4,-10,535.3121658990574,0.1170008846947803,0.7321561611025206
54,3529,2,0,1,self-employed,married,secondary,no,no,unknown,0,0.10821410300547964,4,-10,518.5102985519843,0.1170008846947803,0.7321561611025206
52,10653,1,0,1,self-employed,divorced,tertiary,yes,no,unknown,0,0.10820465220408268,4,-10,528.100552068083,0.1170008846947803,0.7321561611025206
57,372,4,0,1,technician,divorced,secondary,no,no,unknown,0,0.10819714654756933,4,-10,496.18250236940554,0.1170008846947803,0.7321561611025206
37,65,10,4,1,entrepreneur,single,tertiary,no,no,failure,0,0.10817968502760411,4,-10,533.5969703021982,0.1170008846947803,0.7321561611025206
36,1772,1,0,1,blue-collar,married,secondary,no,no,unknown,1,0.10817944997816108,4,490,529.6856154444596,0.1170008846947803,0.7321561611025206
23,8627,1,1,1,blue-collar,single,primary,yes,no,failure,0,0.1081778895947401,4,-10,521.20096838371,0.1170008846947803,0.7321561611025206
43,104,1,0,1,self-employed,married,secondary,no,no,unknown,0,0.10816217293910381,4,-10,516.4169628405568,0.1170008846947803,0.7321561611025206
49,1091,2,0,1,technician,married,secondary,no,no,unknown,0,0.10816177334900004,4,-10,512.6202910604076,0.1170008846947803,0.7321561611025206
40,256,1,0,1,self-employed,married,secondary,no,no,unknown,0,0.1081560332818421,4,-10,518.4216857086752,0.1170008846947803,0.7321561611025206
39,1654,1,0,1,management,married,tertiary,no,yes,unknown,0,0.10812694306882865,4,-10,524.3406674886011,0.1170008846947803,0.7321561611025206
54,258,4,0,1,technician,married,tertiary,no,no,unknown,0,0.10811791098045807,4,-10,509.9613006931868,0.1170008846947803,0.7321561611025206
53,341,2,0,1,services,married,secondary,no,no,unknown,1,0.10809636809520072,4,490,555.6427421366091,0.1170008846947803,0.7321561611025206
26,5005,1,0,1,blue-collar,single,secondary,no,yes,unknown,1,0.10808673600855308,4,490,509.4922234148728,0.1170008846947803,0.7321561611025206
37,489,2,6,1,management,married,tertiary,yes,no,failure,0,0.10808201866555574,4,-10,504.7820464064813,0.1170008846947803,0.7321561611025206
58,74,2,0,1,services,married,secondary,no,no,unknown,0,0.10807446909620864,4,-10,536.2673303574935,0.1170008846947803,0.7321561611025206
51,434,2,0,1,services,married,secondary,no,no,unknown,0,0.10807268881061166,4,-10,558.6839515165786,0.1170008846947803,0.7321561611025206
44,1308,1,0,1,blue-collar,married,secondary,no,no,unknown,0,0.10805787459151701,4,-10,519.6198596410967,0.1170008846947803,0.7321561611025206
53,4807,3,0,1,technician,married,secondary,no,no,unknown,0,0.10804966585921474,4,-10,524.9979830274236,0.1170008846947803,0.7321561611025206
33,4636,6,0,1,management,married,tertiary,no,no,unknown,0,0.10803833920854133,4,-10,546.4464577319771,0.1170008846947803,0.7321561611025206
48,4415,1,6,1,management,married,secondary,yes,no,failure,0,0.10800308424670821,4,-10,625.3967536302475,0.1170008846947803,0.7321561611025206
37,1286,7,0,1,self-employed,single,tertiary,no,no,unknown,0,0.10800172916964805,4,-10,524.9553147366465,0.1170008846947803,0.7321561611025206
37,690,1,2,1,blue-collar,single,secondary,yes,no,failure,0,0.10796853826377714,4,-10,527.861255118281,0.1170008846947803,0.7321561611025206
31,342,5,7,1,services,single,secondary,yes,no,other,0,0.10796598703495984,4,-10,518.7934931253768,0.1170008846947803,0.7321561611025206
52,851,2,0,1,technician,married,secondary,no,no,unknown,0,0.10796109078335303,4,-10,514.9526726938643,0.1170008846947803,0.7321561611025206
34,49,1,0,1,services,single,secondary,no,yes,unknown,0,0.1079590926082064,4,-10,531.9849090778697,0.1170008846947803,0.7321561611025206
28,2474,1,0,1,services,single,tertiary,yes,no,unknown,0,0.10795506062863354,4,-10,526.8393324752428,0.1170008846947803,0.7321561611025206
57,1054,3,0,1,management,married,unknown,no,no,unknown,0,0.10795061975195334,4,-10,527.7339415121052,0.1170008846947803,0.7321561611025206
51,1612,2,1,1,management,married,tertiary,yes,no,failure,0,0.10794870822802692,4,-10,548.1644337458328,0.1170008846947803,0.7321561611025206
42,1523,1,0,1,unemployed,single,secondary,yes,no,unknown,0,0.10794589789761778,4,-10,536.680995870024,0.1170008846947803,0.7321561611025206
58,4348,4,1,1,admin.,married,secondary,yes,no,other,1,0.10794437147154179,4,490,511.61757452746156,0.1170008846947803,0.7321561611025206
46,96,2,0,1,admin.,married,primary,no,no,unknown,0,0.10794291601346435,4,-10,540.2909918334249,0.1170008846947803,0.7321561611025206
40,6695,1,1,1,management,married,secondary,yes,no,failure,0,0.10792428980640514,4,-10,550.7607025952063,0.1170008846947803,0.7321561611025206
36,1659,2,0,1,technician,married,secondary,no,no,unknown,0,0.10792214273308316,4,-10,540.2379879455689,0.1170008846947803,0.7321561611025206
54,0,5,3,0,housemaid,married,unknown,no,no,other,0,0.10791203980909611,4,-10,542.7828198258428,0.1170008846947803,0.7321561611025206
47,278,1,1,1,services,married,secondary,yes,no,other,0,0.10791146588398923,4,-10,557.1436517284379,0.1170008846947803,0.7321561611025206
60,6684,1,0,1,retired,married,tertiary,yes,yes,unknown,0,0.10790165422721133,4,-10,506.95855410044373,0.1170008846947803,0.7321561611025206
49,338,3,0,1,management,married,secondary,no,no,unknown,0,0.10789685938432221,4,-10,504.21310919200585,0.1170008846947803,0.7321561611025206
60,414,1,0,1,blue-collar,married,secondary,no,no,unknown,0,0.10789485653027205,4,-10,512.9230171632034,0.1170008846947803,0.7321561611025206
47,1210,4,0,1,admin.,married,secondary,no,no,unknown,0,0.10787728054765018,4,-10,505.64219839747113,0.1170008846947803,0.7321561611025206
26,941,1,0,1,technician,single,secondary,no,yes,unknown,1,0.1078738042384838,4,490,536.0847297645578,0.1170008846947803,0.7321561611025206
39,15352,1,0,1,housemaid,married,primary,no,no,unknown,0,0.10786701659644432,4,-10,537.606829706298,0.1170008846947803,0.7321561611025206
29,2893,1,0,1,technician,single,tertiary,yes,no,unknown,0,0.10784826153470493,4,-10,548.6684077750649,0.1170008846947803,0.7321561611025206
43,8014,1,0,1,blue-collar,married,primary,no,no,unknown,0,0.10784255552333236,4,-10,499.5095388686077,0.1170008846947803,0.7321561611025206
46,111,3,2,1,technician,divorced,secondary,yes,no,other,0,0.10783501148574572,4,-10,545.5137757372803,0.1170008846947803,0.7321561611025206
51,0,4,0,0,services,divorced,secondary,no,no,unknown,0,0.10780912030568718,4,-10,518.8765861347936,0.1170008846947803,0.7321561611025206
50,887,1,0,1,blue-collar,married,secondary,no,no,unknown,0,0.1077954591188439,4,-10,546.9026976999139,0.1170008846947803,0.7321561611025206
60,504,4,0,1,admin.,married,secondary,no,no,unknown,0,0.1077927778521299,4,-10,519.9803983559291,0.1170008846947803,0.7321561611025206
47,518,2,0,1,services,married,secondary,no,no,unknown,0,0.10778592763616258,4,-10,525.8002064212367,0.1170008846947803,0.7321561611025206
44,-184,2,3,0,blue-collar,divorced,secondary,yes,no,other,0,0.10778498674406596,4,-10,561.5887973450751,0.1170008846947803,0.7321561611025206
53,1827,1,0,1,blue-collar,married,unknown,no,no,unknown,0,0.10777017343935605,4,-10,507.54458473354924,0.1170008846947803,0.7321561611025206
56,3021,2,0,1,blue-collar,divorced,primary,no,no,unknown,0,0.1077687999101585,4,-10,529.3928996023749,0.1170008846947803,0.7321561611025206
55,96,2,0,1,services,married,secondary,no,no,unknown,0,0.10776317034018637,4,-10,532.387780489468,0.1170008846947803,0.7321561611025206
44,3295,4,0,1,self-employed,married,tertiary,no,no,unknown,0,0.10776148467344786,4,-10,519.4625876555867,0.1170008846947803,0.7321561611025206
28,2253,2,0,1,management,single,tertiary,yes,no,unknown,0,0.10772799698426054,4,-10,541.3610264916275,0.1170008846947803,0.7321561611025206
41,242,3,0,1,admin.,single,secondary,no,yes,unknown,0,0.10772613478156548,4,-10,533.9612642413815,0.1170008846947803,0.7321561611025206
56,2959,1,0,1,management,divorced,tertiary,yes,no,unknown,0,0.10772481392993472,4,-10,543.1157572922912,0.1170008846947803,0.7321561611025206
54,131,2,0,1,services,married,secondary,no,no,unknown,0,0.10772440608925662,4,-10,553.278820468197,0.1170008846947803,0.7321561611025206
41,20,1,0,1,self-employed,married,secondary,no,no,unknown,0,0.10772293876959342,4,-10,514.6065599578606,0.1170008846947803,0.7321561611025206
37,62,2,2,1,services,single,secondary,yes,no,failure,0,0.10771410588121165,4,-10,559.9569014319756,0.1170008846947803,0.7321561611025206
54,320,4,0,1,technician,divorced,secondary,no,no,unknown,0,0.1077119942172828,4,-10,498.3413740340671,0.1170008846947803,0.7321561611025206
45,446,3,0,1,management,married,secondary,no,no,unknown,1,0.10766671914919551,4,490,533.5089157557557,0.1170008846947803,0.7321561611025206
32,540,1,0,1,technician,single,secondary,no,yes,unknown,1,0.10765862277266387,4,490,502.41478773262884,0.1170008846947803,0.7321561611025206
42,3279,1,1,1,admin.,married,secondary,yes,no,failure,0,0.10764205064257316,4,-10,521.8658999165907,0.1170008846947803,0.7321561611025206
50,877,1,0,1,management,married,tertiary,no,yes,unknown,0,0.10763390498638746,4,-10,535.270277998923,0.1170008846947803,0.7321561611025206
31,855,1,2,1,blue-collar,single,secondary,yes,no,failure,0,0.10763031394292569,4,-10,511.5231514130145,0.1170008846947803,0.7321561611025206
47,1028,1,0,1,management,married,tertiary,no,yes,unknown,0,0.10762544981441026,4,-10,540.7660204266883,0.1170008846947803,0.7321561611025206
32,33,1,4,1,blue-collar,single,secondary,yes,no,failure,0,0.10760699138164838,4,-10,510.97498739784317,0.1170008846947803,0.7321561611025206
39,1367,1,0,1,blue-collar,married,secondary,no,no,unknown,0,0.10759182754760933,4,-10,573.6737054304735,0.1170008846947803,0.7321561611025206
60,20,3,0,1,management,divorced,tertiary,no,yes,unknown,0,0.10758733169124593,4,-10,553.4993032564727,0.1170008846947803,0.7321561611025206
52,427,3,0,1,management,divorced,tertiary,no,yes,unknown,0,0.10757493789369023,4,-10,534.2058389727612,0.1170008846947803,0.7321561611025206
37,160,1,0,1,self-employed,married,secondary,no,no,unknown,0,0.10756800620731782,4,-10,557.3523173362606,0.1170008846947803,0.7321561611025206
32,1667,2,3,1,management,married,tertiary,yes,no,failure,0,0.10756494626176064,4,-10,551.4097176628497,0.1170008846947803,0.7321561611025206
49,1944,1,0,1,blue-collar,married,unknown,no,no,unknown,0,0.10756133472907083,4,-10,527.271053244074,0.1170008846947803,0.7321561611025206
29,1,3,0,1,self-employed,married,tertiary,no,no,unknown,0,0.10753376694096554,4,-10,550.4198325431493,0.1170008846947803,0.7321561611025206
44,140,2,2,1,technician,single,secondary,yes,no,failure,0,0.10753312716107163,4,-10,547.7630732295543,0.1170008846947803,0.7321561611025206
38,1691,3,0,1,blue-collar,single,primary,no,no,unknown,0,0.10751754257947274,4,-10,531.1382832474759,0.1170008846947803,0.7321561611025206
35,337,5,0,1,management,married,tertiary,no,no,unknown,0,0.10750821742217126,4,-10,536.0975666114102,0.1170008846947803,0.7321561611025206
39,188,1,0,1,housemaid,divorced,secondary,no,no,unknown,0,0.10750050202231554,4,-10,554.8546505194753,0.1170008846947803,0.7321561611025206
47,912,2,0,1,technician,married,secondary,no,no,unknown,0,0.10750008968684026,4,-10,511.8602102533408,0.1170008846947803,0.7321561611025206
46,0,5,0,0,management,divorced,secondary,no,no,unknown,1,0.10749647850985168,4,490,519.4628924679593,0.1170008846947803,0.7321561611025206
40,1270,2,0,1,technician,married,secondary,no,no,unknown,0,0.10749363895852992,4,-10,552.9727112190258,0.1170008846947803,0.7321561611025206
38,2273,1,0,1,technician,single,tertiary,yes,no,unknown,0,0.1074824167002378,4,-10,545.1544764632783,0.1170008846947803,0.7321561611025206
34,1569,2,0,1,technician,married,secondary,no,no,unknown,0,0.10746973174079791,4,-10,537.0844862769331,0.1170008846947803,0.7321561611025206
52,0,3,0,0,management,married,secondary,no,no,unknown,0,0.1074671884694162,4,-10,513.5006170652357,0.1170008846947803,0.7321561611025206
35,0,1,0,0,blue-collar,divorced,primary,no,no,unknown,0,0.10745633275319208,4,-10,515.9970259396125,0.1170008846947803,0.7321561611025206
34,36,7,0,1,management,divorced,tertiary,no,no,unknown,0,0.10743619191446839,4,-10,540.4853994896772,0.1170008846947803,0.7321561611025206
40,108,1,0,1,housemaid,divorced,secondary,no,no,unknown,0,0.10743393134049134,4,-10,526.3579082112452,0.1170008846947803,0.7321561611025206
31,-21,1,0,0,services,single,secondary,no,yes,unknown,0,0.10743278471052566,4,-10,528.0753345335381,0.1170008846947803,0.7321561611025206
39,237,2,0,1,admin.,married,primary,no,no,unknown,0,0.10742802342193382,4,-10,521.3742946823729,0.1170008846947803,0.7321561611025206
25,715,4,0,1,unemployed,married,secondary,no,no,unknown,0,0.10742402734108228,4,-10,550.599200874194,0.1170008846947803,0.7321561611025206
55,462,2,0,1,technician,married,secondary,no,no,unknown,0,0.1074119102900115,4,-10,552.987146629076,0.1170008846947803,0.7321561611025206
38,30,1,0,1,self-employed,married,secondary,no,no,unknown,0,0.10738448043391507,4,-10,530.7136524845528,0.1170008846947803,0.7321561611025206
49,301,2,0,1,unknown,married,unknown,no,no,unknown,0,0.10737807857474,4,-10,538.481443362986,0.1170008846947803,0.7321561611025206
55,445,2,0,1,technician,married,secondary,no,no,unknown,0,0.10737217462211732,4,-10,525.7976475292769,0.1170008846947803,0.7321561611025206
31,111,2,0,1,unknown,married,secondary,no,no,unknown,0,0.10734940954778212,4,-10,514.2399618723545,0.1170008846947803,0.7321561611025206
33,1522,2,3,1,management,married,tertiary,yes,no,failure,0,0.1073463722804355,4,-10,531.2311341817119,0.1170008846947803,0.7321561611025206
46,379,2,0,1,services,married,secondary,no,no,unknown,0,0.10733994572057874,4,-10,529.2295468137828,0.1170008846947803,0.7321561611025206
30,778,2,2,1,technician,single,secondary,yes,no,failure,0,0.10733785075582664,4,-10,591.6934449411468,0.1170008846947803,0.7321561611025206
40,0,5,0,0,management,married,tertiary,no,no,unknown,0,0.10732278894832203,4,-10,538.5282513370012,0.1170008846947803,0.7321561611025206
35,1286,3,1,1,admin.,married,secondary,yes,no,other,1,0.10729450484577549,4,490,538.413355342381,0.1170008846947803,0.7321561611025206
30,0,1,4,0,blue-collar,single,secondary,yes,no,failure,0,0.1072887888339817,4,-10,501.5182729533484,0.1170008846947803,0.7321561611025206
37,123,1,0,1,technician,single,secondary,no,yes,unknown,0,0.10728599402505123,4,-10,539.9317323763082,0.1170008846947803,0.7321561611025206
48,761,2,0,1,technician,married,secondary,no,no,unknown,0,0.1072676207896703,4,-10,557.5537026836352,0.1170008846947803,0.7321561611025206
34,173,1,0,1,self-employed,married,secondary,no,no,unknown,0,0.10723697922650746,4,-10,541.7823125631724,0.1170008846947803,0.7321561611025206
41,846,3,0,1,management,divorced,tertiary,no,yes,unknown,0,0.10722919886073858,4,-10,517.5653134689638,0.1170008846947803,0.7321561611025206
34,1730,2,0,1,management,single,tertiary,yes,no,unknown,0,0.10722795989664928,4,-10,539.1043095210799,0.1170008846947803,0.7321561611025206
54,433,2,0,1,technician,married,secondary,no,no,unknown,0,0.10722377872098776,4,-10,556.9045288543375,0.1170008846947803,0.7321561611025206
55,383,1,0,1,blue-collar,married,secondary,no,no,unknown,0,0.10721917938399879,4,-10,517.8169731023783,0.1170008846947803,0.7321561611025206
53,480,2,0,1,technician,married,secondary,no,no,unknown,1,0.10721318957580245,4,490,531.2566843565302,0.1170008846947803,0.7321561611025206
53,2894,1,0,1,management,divorced,tertiary,yes,no,unknown,0,0.10721117998791749,4,-10,519.9463476753258,0.1170008846947803,0.7321561611025206
44,1136,2,7,1,entrepreneur,single,tertiary,yes,yes,other,0,0.10720680461669993,4,-10,547.1361135405027,0.1170008846947803,0.7321561611025206
34,1717,2,0,1,management,single,tertiary,yes,no,unknown,0,0.10719761842451965,4,-10,503.5460169919488,0.1170008846947803,0.7321561611025206
32,324,1,0,1,technician,single,secondary,no,yes,unknown,1,0.10715368851170667,4,490,498.1285357090995,0.1170008846947803,0.7321561611025206
38,706,2,0,1,services,married,secondary,no,no,unknown,0,0.10714082747062481,4,-10,502.6276252063723,0.1170008846947803,0.7321561611025206
34,105,2,3,1,technician,single,secondary,yes,no,failure,0,0.10713568767873229,4,-10,561.0117128730019,0.1170008846947803,0.7321561611025206
52,2909,1,0,1,management,divorced,tertiary,yes,no,unknown,0,0.10712593559845106,4,-10,531.9471168464831,0.1170008846947803,0.7321561611025206
34,224,5,0,1,management,married,tertiary,no,no,unknown,0,0.10712387024578052,4,-10,515.850145514283,0.1170008846947803,0.7321561611025206
35,1632,2,0,1,management,single,tertiary,yes,no,unknown,0,0.1071195513673683,4,-10,562.4168842735743,0.1170008846947803,0.7321561611025206
46,792,2,0,1,technician,married,secondary,no,no,unknown,0,0.10709944446974345,4,-10,539.2752104102565,0.1170008846947803,0.7321561611025206
31,3,2,0,1,unknown,married,secondary,no,no,unknown,0,0.1070973201572502,4,-10,516.6183270937631,0.1170008846947803,0.7321561611025206
47,223,2,0,1,services,married,secondary,no,no,unknown,0,0.10709612239428352,4,-10,527.2265839906412,0.1170008846947803,0.7321561611025206
60,71,1,0,1,blue-collar,married,secondary,no,no,unknown,0,0.10709246704782567,4,-10,535.9168962474646,0.1170008846947803,0.7321561611025206
49,112,2,0,1,services,married,secondary,no,no,unknown,0,0.10707764150482287,4,-10,521.535065168118,0.1170008846947803,0.7321561611025206
30,1045,4,0,1,technician,married,tertiary,no,no,unknown,0,0.10706465062473643,4,-10,550.5936700019888,0.1170008846947803,0.7321561611025206
32,3540,1,1,1,admin.,married,secondary,yes,no,failure,0,0.10704772444528025,4,-10,560.3568701877881,0.1170008846947803,0.7321561611025206
45,356,2,0,1,unknown,married,unknown,no,no,unknown,0,0.10702533973671463,4,-10,523.9355775993146,0.1170008846947803,0.7321561611025206
46,244,2,0,1,services,married,secondary,no,no,unknown,0,0.10702493988036756,4,-10,555.3445026315427,0.1170008846947803,0.7321561611025206
35,1330,1,0,1,blue-collar,married,secondary,no,no,unknown,1,0.10702389052835189,4,490,517.6103312470038,0.1170008846947803,0.7321561611025206
60,2149,4,0,1,self-employed,married,tertiary,no,no,unknown,0,0.10701026042370645,4,-10,611.926182575396,0.1170008846947803,0.7321561611025206
45,2033,4,0,1,admin.,married,unknown,no,no,unknown,0,0.10697604155495365,4,-10,507.18087383016785,0.1170008846947803,0.7321561611025206
31,573,1,2,1,blue-collar,single,secondary,yes,no,failure,0,0.10697166286161854,4,-10,549.983638614859,0.1170008846947803,0.7321561611025206
52,106,4,0,1,technician,divorced,secondary,no,no,unknown,0,0.10697117791581887,4,-10,527.4150496113942,0.1170008846947803,0.7321561611025206
57,166,1,0,1,blue-collar,married,secondary,no,no,unknown,0,0.10695355573098077,4,-10,519.4173222752047,0.1170008846947803,0.7321561611025206
49,47,2,0,1,services,married,secondary,no,no,unknown,0,0.10692619678771417,4,-10,510.78479335372566,0.1170008846947803,0.7321561611025206
33,310,2,1,1,services,single,secondary,yes,no,failure,0,0.10692361221923043,4,-10,591.6209724149312,0.1170008846947803,0.7321561611025206
47,618,2,3,1,management,married,tertiary,yes,no,failure,0,0.1069207368658634,4,-10,537.9068026764425,0.1170008846947803,0.7321561611025206
25,582,1,0,1,technician,single,secondary,no,yes,unknown,0,0.10691420902923773,4,-10,525.1107015859543,0.1170008846947803,0.7321561611025206
59,96,1,0,1,management,married,tertiary,no,yes,unknown,0,0.10689333918971516,4,-10,521.5653990160729,0.1170008846947803,0.7321561611025206
33,0,1,0,0,housemaid,married,tertiary,no,no,unknown,0,0.10688840175987886,4,-10,521.3251126027251,0.1170008846947803,0.7321561611025206
38,536,4,0,1,technician,married,tertiary,no,no,unknown,0,0.10683942647913623,4,-10,566.7560645915299,0.1170008846947803,0.7321561611025206
43,833,1,0,1,blue-collar,married,secondary,no,no,unknown,0,0.1068266573719804,4,-10,522.0220967867601,0.1170008846947803,0.7321561611025206
33,2411,1,1,1,services,divorced,secondary,yes,no,failure,1,0.10680867119689685,4,490,522.5402028383362,0.1170008846947803,0.7321561611025206
59,0,1,0,0,blue-collar,married,secondary,no,no,unknown,0,0.10680708888882175,4,-10,518.5370754699903,0.1170008846947803,0.7321561611025206
28,916,1,2,1,technician,married,secondary,yes,no,other,0,0.10679691851451255,4,-10,519.988435406654,0.1170008846947803,0.7321561611025206
57,93,2,0,1,technician,married,secondary,no,no,unknown,0,0.10679181542623273,4,-10,516.3331005389038,0.1170008846947803,0.7321561611025206
55,196,1,0,1,blue-collar,married,secondary,no,no,unknown,1,0.10678348715564785,4,490,527.0105137498838,0.1170008846947803,0.7321561611025206
48,547,2,0,1,technician,married,secondary,no,no,unknown,0,0.1067689517882977,4,-10,532.3265501901313,0.1170008846947803,0.7321561611025206
46,130,2,0,1,services,married,secondary,no,no,unknown,0,0.10675956886385284,4,-10,509.82710501654066,0.1170008846947803,0.7321561611025206
40,429,2,0,1,services,married,secondary,no,no,unknown,0,0.10673580538300759,4,-10,544.5749129777391,0.1170008846947803,0.7321561611025206
58,1,2,0,1,technician,married,secondary,no,no,unknown,0,0.10669773887147252,4,-10,532.5993398038195,0.1170008846947803,0.7321561611025206
45,4693,2,0,1,management,married,tertiary,no,yes,unknown,0,0.10667391531964106,4,-10,513.8099914112966,0.1170008846947803,0.7321561611025206
50,453,1,0,1,management,married,tertiary,no,yes,unknown,0,0.10664490853076447,4,-10,516.5155020878937,0.1170008846947803,0.7321561611025206
49,2040,1,0,1,admin.,single,secondary,yes,no,unknown,0,0.1066437438746777,4,-10,522.3941440525127,0.1170008846947803,0.7321561611025206
57,29,2,0,1,technician,married,secondary,no,no,unknown,0,0.10664304970161312,4,-10,551.5855567807995,0.1170008846947803,0.7321561611025206
36,1373,2,0,1,management,single,tertiary,yes,no,unknown,0,0.10663667193094976,4,-10,515.0801693851545,0.1170008846947803,0.7321561611025206
57,20,2,0,1,technician,married,secondary,no,no,unknown,0,0.10662214416401164,4,-10,526.3553212881407,0.1170008846947803,0.7321561611025206
36,3874,6,0,1,management,married,tertiary,no,no,unknown,0,0.10661938458208348,4,-10,526.5737288440948,0.1170008846947803,0.7321561611025206
34,352,3,1,1,technician,married,tertiary,yes,no,other,0,0.1066147759395097,4,-10,541.4636537043018,0.1170008846947803,0.7321561611025206
29,-293,1,0,0,services,single,secondary,no,yes,unknown,0,0.10655894156821952,4,-10,540.8905412997938,0.1170008846947803,0.7321561611025206
54,3601,3,0,1,services,married,secondary,no,no,unknown,0,0.10655851356404399,4,-10,526.0418872333378,0.1170008846947803,0.7321561611025206
34,673,1,1,1,management,single,tertiary,yes,yes,failure,0,0.10654248109796544,4,-10,546.659605850631,0.1170008846947803,0.7321561611025206
40,429,2,4,1,management,married,tertiary,yes,no,failure,0,0.10652670704565181,4,-10,549.0545677883481,0.1170008846947803,0.7321561611025206
58,496,1,0,1,entrepreneur,married,secondary,no,no,unknown,1,0.10652464729705445,4,490,512.9501756537437,0.1170008846947803,0.7321561611025206
59,2768,5,0,1,retired,married,secondary,no,yes,unknown,0,0.10652304698637996,4,-10,531.2415644199268,0.1170008846947803,0.7321561611025206
35,137,1,12,1,blue-collar,married,secondary,no,yes,failure,0,0.10651797675600994,4,-10,545.1260109882812,0.1170008846947803,0.7321561611025206
29,1366,2,3,1,management,married,tertiary,yes,no,failure,0,0.10650313837300251,4,-10,518.0814502639585,0.1170008846947803,0.7321561611025206
47,28,2,0,1,unknown,married,unknown,no,no,unknown,0,0.10650230694867674,4,-10,517.4133714184528,0.1170008846947803,0.7321561611025206
28,250,1,0,1,technician,single,secondary,no,yes,unknown,0,0.10650190533784562,4,-10,547.938092033173,0.1170008846947803,0.7321561611025206
57,2155,3,2,1,management,married,secondary,no,yes,failure,1,0.106501846037537,4,490,513.8583519756384,0.1170008846947803,0.7321561611025206
31,6,4,0,1,unemployed,married,secondary,no,no,unknown,1,0.10649291200486774,4,490,528.4501544866476,0.1170008846947803,0.7321561611025206
41,174,2,1,1,blue-collar,divorced,secondary,yes,no,other,0,0.10648554688428971,4,-10,621.9713732643942,0.1170008846947803,0.7321561611025206
59,-139,1,0,0,blue-collar,married,secondary,no,no,unknown,0,0.10648417993071453,4,-10,504.3067503924834,0.1170008846947803,0.7321561611025206
51,721,3,0,1,management,married,unknown,no,no,unknown,0,0.10645186668617107,4,-10,514.924231746875,0.1170008846947803,0.7321561611025206
55,4459,8,0,1,retired,married,primary,no,no,unknown,0,0.10644852395131492,4,-10,526.2885486075575,0.1170008846947803,0.7321561611025206
41,15449,9,0,1,management,married,tertiary,no,no,unknown,0,0.10644111870755182,4,-10,513.3579931790921,0.1170008846947803,0.7321561611025206
42,199,2,0,1,services,married,secondary,no,no,unknown,0,0.10644108354654996,4,-10,537.4183342724115,0.1170008846947803,0.7321561611025206
47,0,2,0,0,unknown,married,unknown,no,no,unknown,0,0.10643735494571264,4,-10,525.4430709864304,0.1170008846947803,0.7321561611025206
41,322,1,2,1,housemaid,married,primary,no,no,failure,0,0.10643166604796321,4,-10,517.9606345553175,0.1170008846947803,0.7321561611025206
40,293,2,0,1,services,married,secondary,no,no,unknown,0,0.10642004233659061,4,-10,518.0459354953109,0.1170008846947803,0.7321561611025206
59,-88,2,0,0,retired,divorced,primary,yes,no,unknown,1,0.10641845362847203,4,490,519.2599988431236,0.1170008846947803,0.7321561611025206
35,-16,3,0,0,admin.,single,secondary,no,yes,unknown,0,0.10640388578264671,4,-10,548.5551610985884,0.1170008846947803,0.7321561611025206
